action,proto,source,src_port,direction,destination,dst_port,msg,options,options_signature
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,111,"""PROTOCOL-RPC portmap UNSET attempt TCP 111""","['flow', 'content', 'content', 'content', 'service']","[('flow', ['to_server', 'established']), ('content', ['""|00 01 86 A0|""', 'depth 4', 'offset 16']), ('content', ['""|00 00 00 02|""', 'within 4', 'distance 4']), ('content', ['""|00 00 00 00|""', 'depth 4', 'offset 8']), ('service', ['sunrpc'])]"
alert,udp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,111,"""PROTOCOL-RPC portmap UNSET attempt UDP 111""","['flow', 'content', 'content', 'content', 'service']","[('flow', ['to_server']), ('content', ['""|00 01 86 A0|""', 'depth 4', 'offset 12']), ('content', ['""|00 00 00 02|""', 'within 4', 'distance 4']), ('content', ['""|00 00 00 00|""', 'depth 4', 'offset 4']), ('service', ['sunrpc'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,111,"""PROTOCOL-RPC portmap status request TCP""","['flow', 'content', 'content', 'byte_jump', 'byte_jump', 'content', 'content', 'service']","[('flow', ['to_server', 'established']), ('content', ['""|00 01 86 A0|""', 'depth 4', 'offset 16']), ('content', ['""|00 00 00 03|""', 'within 4', 'distance 4']), ('byte_jump', ['4', '4', 'relative', 'align']), ('byte_jump', ['4', '4', 'relative', 'align']), ('content', ['""|00 01 86 B8|""', 'within 4']), ('content', ['""|00 00 00 00|""', 'depth 4', 'offset 8']), ('service', ['sunrpc'])]"
alert,udp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,111,"""PROTOCOL-RPC portmap espd request UDP""","['flow', 'content', 'content', 'byte_jump', 'byte_jump', 'content', 'content', 'service']","[('flow', ['to_server']), ('content', ['""|00 01 86 A0|""', 'depth 4', 'offset 12']), ('content', ['""|00 00 00 03|""', 'within 4', 'distance 4']), ('byte_jump', ['4', '4', 'relative', 'align']), ('byte_jump', ['4', '4', 'relative', 'align']), ('content', ['""|00 05 F7|u""', 'within 4']), ('content', ['""|00 00 00 00|""', 'depth 4', 'offset 4']), ('service', ['sunrpc'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-RPC mountd TCP dump request""","['flow', 'content', 'content', 'content']","[('flow', ['to_server', 'established']), ('content', ['""|00 01 86 A5|""', 'depth 4', 'offset 16']), ('content', ['""|00 00 00 02|""', 'within 4', 'distance 4']), ('content', ['""|00 00 00 00|""', 'depth 4', 'offset 8'])]"
alert,udp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-RPC mountd UDP dump request""","['flow', 'content', 'content', 'content']","[('flow', ['to_server']), ('content', ['""|00 01 86 A5|""', 'depth 4', 'offset 12']), ('content', ['""|00 00 00 02|""', 'within 4', 'distance 4']), ('content', ['""|00 00 00 00|""', 'depth 4', 'offset 4'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-RPC mountd TCP unmount request""","['flow', 'content', 'content', 'content']","[('flow', ['to_server', 'established']), ('content', ['""|00 01 86 A5|""', 'depth 4', 'offset 16']), ('content', ['""|00 00 00 03|""', 'within 4', 'distance 4']), ('content', ['""|00 00 00 00|""', 'depth 4', 'offset 8'])]"
alert,udp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-RPC mountd UDP unmount request""","['flow', 'content', 'content', 'content']","[('flow', ['to_server']), ('content', ['""|00 01 86 A5|""', 'depth 4', 'offset 12']), ('content', ['""|00 00 00 03|""', 'within 4', 'distance 4']), ('content', ['""|00 00 00 00|""', 'depth 4', 'offset 4'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-RPC mountd TCP unmountall request""","['flow', 'content', 'content', 'content']","[('flow', ['to_server', 'established']), ('content', ['""|00 01 86 A5|""', 'depth 4', 'offset 16']), ('content', ['""|00 00 00 04|""', 'within 4', 'distance 4']), ('content', ['""|00 00 00 00|""', 'depth 4', 'offset 8'])]"
alert,udp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-RPC mountd UDP unmountall request""","['flow', 'content', 'content', 'content']","[('flow', ['to_server']), ('content', ['""|00 01 86 A5|""', 'depth 4', 'offset 12']), ('content', ['""|00 00 00 04|""', 'within 4', 'distance 4']), ('content', ['""|00 00 00 00|""', 'depth 4', 'offset 4'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-RPC RQUOTA getquota overflow attempt TCP""","['flow', 'content', 'content', 'byte_jump', 'byte_jump', 'byte_test', 'content']","[('flow', ['to_server', 'established']), ('content', ['""|00 01 86 AB|""', 'depth 4', 'offset 16']), ('content', ['""|00 00 00 01|""', 'within 4', 'distance 4']), ('byte_jump', ['4', '4', 'relative', 'align']), ('byte_jump', ['4', '4', 'relative', 'align']), ('byte_test', ['4', '>', '128', '0', 'relative']), ('content', ['""|00 00 00 00|""', 'depth 4', 'offset 8'])]"
alert,udp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-RPC yppasswd username overflow attempt UDP""","['flow', 'content', 'content', 'byte_jump', 'byte_jump', 'byte_jump', 'byte_test', 'content']","[('flow', ['to_server']), ('content', ['""|00 01 86 A9|""', 'depth 4', 'offset 12']), ('content', ['""|00 00 00 01|""', 'within 4', 'distance 4']), ('byte_jump', ['4', '4', 'relative', 'align']), ('byte_jump', ['4', '4', 'relative', 'align']), ('byte_jump', ['4', '0', 'relative', 'align']), ('byte_test', ['4', '>', '64', '0', 'relative']), ('content', ['""|00 00 00 00|""', 'depth 4', 'offset 4'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-RPC yppasswd username overflow attempt TCP""","['flow', 'content', 'content', 'byte_jump', 'byte_jump', 'byte_jump', 'byte_test', 'content']","[('flow', ['to_server', 'established']), ('content', ['""|00 01 86 A9|""', 'depth 4', 'offset 16']), ('content', ['""|00 00 00 01|""', 'within 4', 'distance 4']), ('byte_jump', ['4', '4', 'relative', 'align']), ('byte_jump', ['4', '4', 'relative', 'align']), ('byte_jump', ['4', '0', 'relative', 'align']), ('byte_test', ['4', '>', '64', '0', 'relative']), ('content', ['""|00 00 00 00|""', 'depth 4', 'offset 8'])]"
alert,udp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-RPC yppasswd old password overflow attempt UDP""","['flow', 'content', 'content', 'byte_jump', 'byte_jump', 'byte_test', 'content']","[('flow', ['to_server']), ('content', ['""|00 01 86 A9|""', 'depth 4', 'offset 12']), ('content', ['""|00 00 00 01|""', 'within 4', 'distance 4']), ('byte_jump', ['4', '4', 'relative', 'align']), ('byte_jump', ['4', '4', 'relative', 'align']), ('byte_test', ['4', '>', '64', '0', 'relative']), ('content', ['""|00 00 00 00|""', 'depth 4', 'offset 4'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-RPC yppasswd old password overflow attempt TCP""","['flow', 'content', 'content', 'byte_jump', 'byte_jump', 'byte_test', 'content']","[('flow', ['to_server', 'established']), ('content', ['""|00 01 86 A9|""', 'depth 4', 'offset 16']), ('content', ['""|00 00 00 01|""', 'within 4', 'distance 4']), ('byte_jump', ['4', '4', 'relative', 'align']), ('byte_jump', ['4', '4', 'relative', 'align']), ('byte_test', ['4', '>', '64', '0', 'relative']), ('content', ['""|00 00 00 00|""', 'depth 4', 'offset 8'])]"
alert,udp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-RPC yppasswd new password overflow attempt UDP""","['flow', 'content', 'content', 'byte_jump', 'byte_jump', 'byte_jump', 'byte_jump', 'byte_test', 'content']","[('flow', ['to_server']), ('content', ['""|00 01 86 A9|""', 'depth 4', 'offset 12']), ('content', ['""|00 00 00 01|""', 'within 4', 'distance 4']), ('byte_jump', ['4', '4', 'relative', 'align']), ('byte_jump', ['4', '4', 'relative', 'align']), ('byte_jump', ['4', '0', 'relative', 'align']), ('byte_jump', ['4', '0', 'relative', 'align']), ('byte_test', ['4', '>', '64', '0', 'relative']), ('content', ['""|00 00 00 00|""', 'depth 4', 'offset 4'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-RPC yppasswd new password overflow attempt TCP""","['flow', 'content', 'content', 'byte_jump', 'byte_jump', 'byte_jump', 'byte_jump', 'byte_test', 'content']","[('flow', ['to_server', 'established']), ('content', ['""|00 01 86 A9|""', 'depth 4', 'offset 16']), ('content', ['""|00 00 00 01|""', 'within 4', 'distance 4']), ('byte_jump', ['4', '4', 'relative', 'align']), ('byte_jump', ['4', '4', 'relative', 'align']), ('byte_jump', ['4', '0', 'relative', 'align']), ('byte_jump', ['4', '0', 'relative', 'align']), ('byte_test', ['4', '>', '64', '0', 'relative']), ('content', ['""|00 00 00 00|""', 'depth 4', 'offset 8'])]"
alert,udp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-RPC yppasswd user update UDP""","['flow', 'content', 'content', 'content']","[('flow', ['to_server']), ('content', ['""|00 01 86 A9|""', 'depth 4', 'offset 12']), ('content', ['""|00 00 00 01|""', 'within 4', 'distance 4']), ('content', ['""|00 00 00 00|""', 'depth 4', 'offset 4'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-RPC yppasswd user update TCP""","['flow', 'content', 'content', 'content']","[('flow', ['to_server', 'established']), ('content', ['""|00 01 86 A9|""', 'depth 4', 'offset 16']), ('content', ['""|00 00 00 01|""', 'within 4', 'distance 4']), ('content', ['""|00 00 00 00|""', 'depth 4', 'offset 8'])]"
alert,udp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-RPC ypserv maplist request UDP""","['flow', 'content', 'content', 'content']","[('flow', ['to_server']), ('content', ['""|00 01 86 A4|""', 'depth 4', 'offset 12']), ('content', ['""|00 00 00 0B|""', 'within 4', 'distance 4']), ('content', ['""|00 00 00 00|""', 'depth 4', 'offset 4'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-RPC ypserv maplist request TCP""","['flow', 'content', 'content', 'content']","[('flow', ['to_server', 'established']), ('content', ['""|00 01 86 A4|""', 'depth 4', 'offset 16']), ('content', ['""|00 00 00 0B|""', 'within 4', 'distance 4']), ('content', ['""|00 00 00 00|""', 'depth 4', 'offset 8'])]"
alert,udp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,111,"""PROTOCOL-RPC portmap network-status-monitor request UDP""","['flow', 'content', 'content', 'byte_jump', 'byte_jump', 'content', 'content', 'service']","[('flow', ['to_server']), ('content', ['""|00 01 86 A0|""', 'depth 4', 'offset 12']), ('content', ['""|00 00 00 03|""', 'within 4', 'distance 4']), ('byte_jump', ['4', '4', 'relative', 'align']), ('byte_jump', ['4', '4', 'relative', 'align']), ('content', ['""|00 03 0D|p""', 'within 4']), ('content', ['""|00 00 00 00|""', 'depth 4', 'offset 4']), ('service', ['sunrpc'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,111,"""PROTOCOL-RPC portmap network-status-monitor request TCP""","['flow', 'content', 'content', 'byte_jump', 'byte_jump', 'content', 'content', 'service']","[('flow', ['to_server', 'established']), ('content', ['""|00 01 86 A0|""', 'depth 4', 'offset 16']), ('content', ['""|00 00 00 03|""', 'within 4', 'distance 4']), ('byte_jump', ['4', '4', 'relative', 'align']), ('byte_jump', ['4', '4', 'relative', 'align']), ('content', ['""|00 03 0D|p""', 'within 4']), ('content', ['""|00 00 00 00|""', 'depth 4', 'offset 8']), ('service', ['sunrpc'])]"
alert,udp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-RPC network-status-monitor mon-callback request UDP""","['flow', 'content', 'content', 'content']","[('flow', ['to_server']), ('content', ['""|00 03 0D|p""', 'depth 4', 'offset 12']), ('content', ['""|00 00 00 01|""', 'within 4', 'distance 4']), ('content', ['""|00 00 00 00|""', 'depth 4', 'offset 4'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-RPC network-status-monitor mon-callback request TCP""","['flow', 'content', 'content', 'content']","[('flow', ['to_server', 'established']), ('content', ['""|00 03 0D|p""', 'depth 4', 'offset 16']), ('content', ['""|00 00 00 01|""', 'within 4', 'distance 4']), ('content', ['""|00 00 00 00|""', 'depth 4', 'offset 8'])]"
alert,udp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,67,"""SERVER-OTHER bootp hostname format string attempt""","['flow', 'content', 'content', 'content', 'content', 'content']","[('flow', ['to_server']), ('content', ['""|01|""', 'depth 1']), ('content', ['""|0C|""', 'distance 240']), ('content', ['""%""', 'distance 0']), ('content', ['""%""', 'within 8', 'distance 1']), ('content', ['""%""', 'within 8', 'distance 1'])]"
alert,udp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,49,"""POLICY-OTHER xtacacs login attempt""","['flow', 'content', 'content']","[('flow', ['to_server']), ('content', ['""|80 01|""', 'depth 2']), ('content', ['""|00|""', 'distance 4'])]"
alert,udp,$HOME_NET,49,unidirectional,$EXTERNAL_NET,any,"""INDICATOR-SCAN xtacacs failed login response""","['flow', 'content', 'content']","[('flow', ['to_client']), ('content', ['""|80 02|""', 'depth 2']), ('content', ['""|02|""', 'distance 4'])]"
alert,udp,$HOME_NET,49,unidirectional,$EXTERNAL_NET,any,"""POLICY-OTHER xtacacs accepted login response""","['flow', 'content', 'content']","[('flow', ['to_client']), ('content', ['""|80 02|""', 'depth 2']), ('content', ['""|01|""', 'distance 4'])]"
alert,udp,$HOME_NET,500,unidirectional,$EXTERNAL_NET,500,"""INDICATOR-SCAN isakmp login failed""","['content', 'content']","[('content', ['""|10 05|""', 'depth 2', 'offset 17']), ('content', ['""|00 00 00 01 01 00 00 18|""', 'within 8', 'distance 13'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,1723,"""POLICY-OTHER PPTP Start Control Request attempt""","['flow', 'content', 'content']","[('flow', ['to_server', 'established', 'no_stream']), ('content', ['""|00 01|""', 'depth 2', 'offset 2']), ('content', ['""|00 01|""', 'depth 2', 'offset 8'])]"
alert,udp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-RPC snmpXdmi overflow attempt UDP""","['flow', 'content', 'content', 'byte_jump', 'byte_jump', 'byte_test', 'content']","[('flow', ['to_server']), ('content', ['""|00 01 87 99|""', 'depth 4', 'offset 12']), ('content', ['""|00 00 01 01|""', 'within 4', 'distance 4']), ('byte_jump', ['4', '4', 'relative', 'align']), ('byte_jump', ['4', '4', 'relative', 'align']), ('byte_test', ['4', '>', '1024', '20', 'relative']), ('content', ['""|00 00 00 00|""', 'depth 4', 'offset 4'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,143,"""PROTOCOL-IMAP partial body.peek buffer overflow attempt""","['flow', 'content', 'content', 'pcre', 'service']","[('flow', ['to_server', 'established']), ('content', ['""PARTIAL""', 'nocase']), ('content', ['""BODY.PEEK[""', 'distance 0', 'nocase']), ('pcre', ['""/\\sPARTIAL.*BODY\\.PEEK\\[[^\\]]{1024}/smi""']), ('service', ['imap'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,873,"""SERVER-OTHER rsyncd module list access""","['flow', 'content']","[('flow', ['to_server', 'established']), ('content', ['""|23|list""', 'depth 5'])]"
alert,udp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,1434,"""SQL ping attempt""","['flow', 'content']","[('flow', ['to_server']), ('content', ['""|02|""', 'depth 1'])]"
alert,udp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,1434,"""SERVER-MSSQL version overflow attempt""","['flow', 'dsize', 'content']","[('flow', ['to_server']), ('dsize', ['>100']), ('content', ['""|04|""', 'depth 1'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HTTP_SERVERS,$HTTP_PORTS,"""SERVER-WEBAPP cached_feed.cgi moreover shopping cart access""","['flow', 'http_uri', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_uri', ''), ('content', ['""/cached_feed.cgi""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HTTP_SERVERS,$HTTP_PORTS,"""SERVER-WEBAPP overflow.cgi access""","['flow', 'http_uri', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_uri', ''), ('content', ['""/overflow.cgi""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HTTP_SERVERS,$HTTP_PORTS,"""SERVER-WEBAPP Bugtraq process_bug.cgi access""","['flow', 'http_uri', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_uri', ''), ('content', ['""/process_bug.cgi""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HTTP_SERVERS,$HTTP_PORTS,"""SERVER-WEBAPP Bugtraq enter_bug.cgi arbitrary command attempt""","['flow', 'http_uri', 'content', 'pkt_data', 'content', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_uri', ''), ('content', ['""/enter_bug.cgi""', 'fast_pattern', 'nocase']), ('pkt_data', ''), ('content', ['""who=""']), ('content', ['""|3B|""', 'distance 0']), ('service', ['http'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HTTP_SERVERS,$HTTP_PORTS,"""SERVER-WEBAPP Bugtraq enter_bug.cgi access""","['flow', 'http_uri', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_uri', ''), ('content', ['""/enter_bug.cgi""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,$HTTP_PORTS,"""SERVER-WEBAPP TRACE attempt""","['flow', 'content', 'service']","[('flow', ['to_server', 'established']), ('content', ['""TRACE""', 'depth 5']), ('service', ['http'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,$HTTP_PORTS,"""SERVER-WEBAPP helpout.exe access""","['flow', 'http_uri', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_uri', ''), ('content', ['""/helpout.exe""']), ('service', ['http'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,$HTTP_PORTS,"""SERVER-WEBAPP MsmMask.exe attempt""","['flow', 'http_uri', 'content', 'pkt_data', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_uri', ''), ('content', ['""/MsmMask.exe""']), ('pkt_data', ''), ('content', ['""mask=""']), ('service', ['http'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,$HTTP_PORTS,"""SERVER-WEBAPP MsmMask.exe access""","['flow', 'http_uri', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_uri', ''), ('content', ['""/MsmMask.exe""']), ('service', ['http'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,$HTTP_PORTS,"""SERVER-WEBAPP DB4Web access""","['flow', 'http_uri', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_uri', ''), ('content', ['""/DB4Web/""']), ('service', ['http'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,$HTTP_PORTS,"""SERVER-APACHE Apache Tomcat null byte directory listing attempt""","['flow', 'http_uri', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_uri', ''), ('content', ['""|00|.jsp""']), ('service', ['http'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,$HTTP_PORTS,"""SERVER-WEBAPP iPlanet .perf access""","['flow', 'http_uri', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_uri', ''), ('content', ['""/.perf""']), ('service', ['http'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,$HTTP_PORTS,"""SERVER-WEBAPP Demarc SQL injection attempt""","['flow', 'http_uri', 'content', 'pkt_data', 'content', 'content', 'content', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_uri', ''), ('content', ['""/dm/demarc""']), ('pkt_data', ''), ('content', ['""s_key=""']), ('content', ['""\'""', 'distance 0']), ('content', ['""\'""', 'distance 1']), ('content', ['""\'""', 'distance 0']), ('service', ['http'])]"
